name,cat,hold_days,signals,wins,losses,wr,avg,med,max_g,max_l,avg_w,avg_l,pl,stop_cnt,tp_cnt,exp_cnt,composite
B_龙头_r20_d8_pb50,B-龙头回调,3,5009,2138,2871,42.68317029347175,0.45836623430446227,-0.8474576271186418,43.74076419674901,-20.23346303501946,6.3009583463517895,-3.8925435307798995,1.618725210528178,3443,515,1051,52.029383829602736
B_龙头_r15_d5_pb30,B-龙头回调,3,3070,1334,1736,43.4527687296417,0.649789208222041,-0.738007380073813,37.42824339839264,-19.264158743282344,6.4369034820865405,-3.797221414666929,1.6951614823469938,2002,394,674,51.29550496369886
B_龙头_r20_d5_pb40,B-龙头回调,3,3323,1418,1905,42.672284080650016,0.49193446379001227,-0.8783783783783861,37.42824339839264,-19.264158743282344,6.4200302801969285,-3.920684889314986,1.6374767321121342,2274,378,671,50.95500814037642
C_追涨_vy1.5_va3_p5,C-追涨突破,3,600,270,330,45.0,0.5484515819618813,-0.5263157894736858,33.446808510638306,-18.71559633027524,7.34548277764916,-5.012755759964075,1.4653582040274395,140,307,153,48.137298838509075
C_追涨_vy2_va3_p5,C-追涨突破,3,463,217,246,46.868250539956804,0.7944002611907479,-0.3109452736318241,33.446808510638306,-18.71559633027524,7.502985241756752,-5.123335270446746,1.464472818134056,104,232,127,48.772388730503216
C_追涨_vy1.5_va2_p5,C-追涨突破,3,1093,493,600,45.10521500457457,0.6157686418580959,-0.558659217877111,34.220231822971556,-18.71559633027524,7.1562586810836555,-4.758334007038903,1.5039420668026988,258,554,281,49.76844118946053
D_断板_l2_r2_b-8,D-断板反包,3,118,52,66,44.06779661016949,0.3285626447165227,-1.5217391304347738,27.258746635909258,-20.334620334620325,9.489407505912903,-6.8890727004685095,1.37745788417468,56,26,36,43.27388976644448
D_断板_l3_r2_b-5,D-断板反包,3,28,10,18,35.714285714285715,-1.1871410185056608,-1.736111111111105,22.944444444444436,-16.925465838509325,7.859477757000573,-6.2130403382313455,1.264997059271937,14,6,8,33.75547015779643
N22_d15_p5_v1.5,N22-V型反转,3,68,40,28,58.82352941176471,1.5481122152719313,1.1235955056179803,15.282623866015355,-12.384937238493709,5.266137854996275,-3.763352984334273,1.3993207325801358,11,23,34,52.185777467602044
N22_d15_p4_v1.2,N22-V型反转,3,94,54,40,57.446808510638306,1.5118085872438884,1.0935601458080368,25.370370370370352,-12.384937238493709,5.45775680510013,-3.8152215068620365,1.4305216080596732,19,29,46,52.05352341974778
