name,cat,hold_days,signals,wins,losses,wr,avg,med,max_g,max_l,avg_w,avg_l,pl
S2_d15_p5_v1.3,S2-底部放量反转,2,190,100,90,52.63157894736842,0.4257724785851985,0.6403415154749181,19.23743500866553,-12.69315673289183,3.883147526543558,-3.4157553524796476,1.136834206736911
S2_d15_p5_v1.5,S2-底部放量反转,2,175,95,80,54.285714285714285,0.5124375013637731,0.6964285714285756,19.23743500866553,-12.69315673289183,3.967170043227475,-3.590057392099373,1.1050436274244564
S2_d15_p5_v1.8,S2-底部放量反转,2,153,84,69,54.90196078431373,0.4968274549787719,0.6964285714285756,19.23743500866553,-12.69315673289183,3.860347797065192,-3.597892961474261,1.0729468159284505
S2_d15_p5_v2.0,S2-底部放量反转,2,131,69,62,52.67175572519084,0.4340617440284544,0.40816326530610514,19.23743500866553,-12.384937238493709,3.9429503789534084,-3.4709917367751224,1.1359722747760788
S2_d15_p5_v2.5,S2-底部放量反转,2,97,49,48,50.51546391752577,0.3171703997718239,0.18260671079664004,19.23743500866553,-12.384937238493709,3.922272463159849,-3.3630379566034523,1.1662884908742461
S2_d20_p2_v1.3,S2-底部放量反转,2,765,385,380,50.326797385620914,0.6007080241197873,0.0888888888888939,24.792013311148086,-15.02311248073961,4.435632611382956,-3.2846760971863183,1.35040182963019
S2_d20_p2_v1.5,S2-底部放量反转,2,648,325,323,50.15432098765432,0.525720750728291,0.04580852038480465,24.792013311148086,-15.02311248073961,4.408874259330103,-3.381477052044431,1.303830897407543
S2_d20_p2_v1.8,S2-底部放量反转,2,520,265,255,50.96153846153846,0.4988916185179782,0.1602564102564097,20.8984375,-15.02311248073961,4.25239927869816,-3.401812420492799,1.250039318182671
S2_d20_p2_v2.0,S2-底部放量反转,2,448,226,222,50.44642857142857,0.561115939767914,0.11973180076629841,20.8984375,-15.02311248073961,4.395380899659547,-3.342234875256899,1.3151023383183682
S2_d20_p2_v2.5,S2-底部放量反转,2,325,159,166,48.92307692307693,0.5440873302340193,0.0,20.053475935828867,-13.827993254637427,4.60300616350156,-3.343672275124651,1.3766319736972314
S2_d20_p3_v1.3,S2-底部放量反转,2,631,321,310,50.871632329635496,0.635190113635695,0.1602564102564097,24.792013311148086,-15.02311248073961,4.487097319650945,-3.353397670657516,1.338074919927746
S2_d20_p3_v1.5,S2-底部放量反转,2,545,275,270,50.45871559633027,0.5396380182229558,0.11973180076629841,24.792013311148086,-15.02311248073961,4.455258671834313,-3.4484941289737976,1.2919432381809242
S2_d20_p3_v1.8,S2-底部放量反转,2,454,235,219,51.76211453744494,0.551815572774337,0.2336448598130758,20.8984375,-15.02311248073961,4.284531320982423,-3.4536100017868483,1.2405950060272202
S2_d20_p3_v2.0,S2-底部放量反转,2,391,198,193,50.63938618925832,0.5721594126992062,0.11973180076629841,20.8984375,-15.02311248073961,4.422560679000042,-3.377993181744136,1.3092272367218252
S2_d20_p3_v2.5,S2-底部放量反转,2,285,141,144,49.473684210526315,0.5751025828587689,0.0,20.053475935828867,-13.827993254637427,4.604311955203277,-3.370164927561896,1.3661978135100379
S2_d20_p4_v1.3,S2-底部放量反转,2,538,277,261,51.486988847583646,0.7388811131384663,0.2336448598130758,24.792013311148086,-15.02311248073961,4.67060687022265,-3.4338699777133304,1.360158334630038
S2_d20_p4_v1.5,S2-底部放量反转,2,477,243,234,50.943396226415096,0.5888795813090645,0.1602564102564097,24.792013311148086,-15.02311248073961,4.530206023781038,-3.504036339719524,1.2928536078320616
S2_d20_p4_v1.8,S2-底部放量反转,2,402,208,194,51.741293532338304,0.5626572087434196,0.2336448598130758,20.053475935828867,-15.02311248073961,4.304960543174543,-3.44970925291469,1.2479198180360398
S2_d20_p4_v2.0,S2-底部放量反转,2,352,180,172,51.13636363636363,0.590028919339353,0.1602564102564097,20.053475935828867,-15.02311248073961,4.391511829992987,-3.388267149949333,1.2960937363096225
S2_d20_p4_v2.5,S2-底部放量反转,2,259,127,132,49.034749034749034,0.6093598297218081,0.0,20.053475935828867,-13.827993254637427,4.7552072104170735,-3.3794478774622734,1.4070958875057125
S2_d20_p5_v1.3,S2-底部放量反转,2,476,240,236,50.42016806722689,0.6808322456535857,0.11973180076629841,24.792013311148086,-15.02311248073961,4.763576591120264,-3.4711111565159163,1.3723491920384492
S2_d20_p5_v1.5,S2-底部放量反转,2,428,216,212,50.467289719626166,0.5876618094187886,0.11973180076629841,24.792013311148086,-15.02311248073961,4.630132036859854,-3.5310814411815383,1.3112504239807512
S2_d20_p5_v1.8,S2-底部放量反转,2,373,190,183,50.93833780160858,0.522407314974965,0.12763241863433805,20.053475935828867,-15.02311248073961,4.447049175100241,-3.5523574578326964,1.251858583458377
S2_d20_p5_v2.0,S2-底部放量反转,2,331,165,166,49.848942598187314,0.5508508171203552,0.0,20.053475935828867,-15.02311248073961,4.5612667820532495,-3.4354060154936668,1.3277227674056444
S2_d20_p5_v2.5,S2-底部放量反转,2,249,121,128,48.59437751004016,0.5913677409101801,-0.14388489208633226,20.053475935828867,-13.827993254637427,4.838453811131203,-3.423455809845632,1.4133244533830789
S2_d25_p2_v1.3,S2-底部放量反转,2,1389,659,730,47.44420446364291,0.3869344284444773,-0.16317016317016764,24.792013311148086,-17.350157728706616,4.473874273201689,-3.3025085273020953,1.3546896960948993
S2_d25_p2_v1.5,S2-底部放量反转,2,1182,556,626,47.03891708967851,0.32914440440260134,-0.2702702702702675,24.792013311148086,-17.350157728706616,4.506209037647633,-3.3808363241664634,1.3328681443218424
S2_d25_p2_v1.8,S2-底部放量反转,2,964,453,511,46.99170124481328,0.30157029634272015,-0.2702702702702675,22.361984626135566,-17.350157728706616,4.478478642450668,-3.4012466914985713,1.3167167949459948
S2_d25_p2_v2.0,S2-底部放量反转,2,837,389,448,46.47550776583035,0.32115664915623515,-0.3731343283582156,22.361984626135566,-17.350157728706616,4.571429501886936,-3.369370448415737,1.3567607278197629
S2_d25_p2_v2.5,S2-底部放量反转,2,602,274,328,45.51495016611295,0.31593803683240745,-0.4184100418409997,22.361984626135566,-17.350157728706616,4.70162047248379,-3.347711314900757,1.4044282885315544
S2_d25_p3_v1.3,S2-底部放量反转,2,1143,537,606,46.981627296587924,0.34942344250322627,-0.3109452736318241,24.792013311148086,-17.350157728706616,4.567263998873167,-3.3881679416067625,1.348004017978886
S2_d25_p3_v1.5,S2-底部放量反转,2,994,464,530,46.68008048289739,0.2867358503280003,-0.34662045060658286,24.792013311148086,-17.350157728706616,4.566112370990292,-3.459737179082003,1.31978590703293
S2_d25_p3_v1.8,S2-底部放量反转,2,832,390,442,46.875,0.28853166591315516,-0.3100088573959159,22.361984626135566,-17.350157728706616,4.538667005775411,-3.461587751612365,1.311151798379618
S2_d25_p3_v2.0,S2-底部放量反转,2,728,336,392,46.15384615384615,0.3038788561101014,-0.3731343283582156,22.361984626135566,-17.350157728706616,4.635513456460345,-3.4089508013329666,1.3598064995974033
S2_d25_p3_v2.5,S2-底部放量反转,2,532,241,291,45.30075187969925,0.29591281720862406,-0.4184100418409997,22.361984626135566,-17.350157728706616,4.757617328029124,-3.399175798281892,1.399638503673112
S2_d25_p4_v1.3,S2-底部放量反转,2,967,464,503,47.98345398138573,0.4595611771007117,-0.16317016317016764,24.792013311148086,-17.350157728706616,4.722349150916059,-3.4727124210112534,1.3598445763444216
S2_d25_p4_v1.5,S2-底部放量反转,2,856,407,449,47.546728971962615,0.36592394433839204,-0.1776198934280604,24.792013311148086,-17.350157728706616,4.665528520748215,-3.531490448977418,1.3211216590148702
S2_d25_p4_v1.8,S2-底部放量反转,2,730,345,385,47.26027397260274,0.31624743391740967,-0.22026431718060735,22.361984626135566,-17.350157728706616,4.570763635912729,-3.4962411107277487,1.3073365054509403
S2_d25_p4_v2.0,S2-底部放量反转,2,649,300,349,46.22496147919877,0.28751186765890213,-0.3583159151985815,22.361984626135566,-17.350157728706616,4.635346753051504,-3.4498820166327335,1.3436247183826437
S2_d25_p4_v2.5,S2-底部放量反转,2,480,212,268,44.166666666666664,0.24554900311133063,-0.5464480874316946,22.361984626135566,-17.350157728706616,4.881288817704978,-3.421528760671703,1.4266397155015291
S2_d25_p5_v1.3,S2-底部放量反转,2,849,410,439,48.29210836277974,0.48799446538890684,-0.14388489208633226,24.792013311148086,-17.350157728706616,4.780716654173352,-3.521153820263992,1.3577130958212233
S2_d25_p5_v1.5,S2-底部放量反转,2,764,370,394,48.42931937172775,0.46312603332358965,-0.11080332409971749,24.792013311148086,-17.350157728706616,4.750145521745579,-3.5627552121488377,1.3332786674615738
S2_d25_p5_v1.8,S2-底部放量反转,2,664,319,345,48.04216867469879,0.3907763045176895,-0.1434720229555153,22.361984626135566,-17.350157728706616,4.680230673747553,-3.5754148368861562,1.3090035386840833
S2_d25_p5_v2.0,S2-底部放量反转,2,594,277,317,46.63299663299663,0.357071224723649,-0.3109452736318241,22.361984626135566,-17.350157728706616,4.7628646057846105,-3.492786083017316,1.3636290607497241
S2_d25_p5_v2.5,S2-底部放量反转,2,448,202,246,45.089285714285715,0.306805056650487,-0.518867924528299,22.361984626135566,-17.350157728706616,4.956447429985754,-3.5111939653565187,1.4116131090702897
