name,cat,hold_days,signals,wins,losses,wr,avg,avg_w,avg_l,pl
B_r15_d5_pb30,B-龙头回调,2,3070,1449,1621,47.19869706840391,0.4584933726568674,5.235905461879464,-3.8120002222126868,1.3735323076241237
B_r15_d5_pb40,B-龙头回调,2,4299,2014,2285,46.84810421028146,0.4048600816825084,5.140832821010666,-3.769428363397095,1.363822926290508
B_r15_d5_pb50,B-龙头回调,2,5235,2423,2812,46.284622731614135,0.33244532262788695,5.058156430533343,-3.739531211673281,1.3526177866209153
B_r15_d8_pb30,B-龙头回调,2,3625,1729,1896,47.69655172413793,0.5276584178517405,5.271152130009978,-3.7980275675499495,1.387865684558556
B_r15_d8_pb40,B-龙头回调,2,5213,2463,2750,47.24726644926146,0.45366663569253274,5.124482254393981,-3.729685680257156,1.3739716141550717
B_r15_d8_pb50,B-龙头回调,2,6591,3077,3514,46.68487331209224,0.3760421008809254,5.006950504765871,-3.6789679044559955,1.3609660738549558
B_r20_d5_pb30,B-龙头回调,2,2385,1106,1279,46.37316561844864,0.3975980904282094,5.505017393090037,-4.018981853859507,1.3697542296199872
B_r20_d5_pb40,B-龙头回调,2,3323,1536,1787,46.22329220583809,0.3508292087629452,5.348087803565986,-3.9445200926458264,1.355827243353881
B_r20_d5_pb50,B-龙头回调,2,4028,1836,2192,45.58093346573982,0.26464821602200383,5.269226984215215,-3.9271431244901818,1.3417455939804235
B_r20_d8_pb30,B-龙头回调,2,2774,1305,1469,47.04397981254506,0.4811674045407089,5.557312540393676,-4.028273985716698,1.3795766028077001
B_r20_d8_pb40,B-龙头回调,2,3974,1855,2119,46.67840966280825,0.40352119565051603,5.346422294566551,-3.923558341154218,1.362646309725513
B_r20_d8_pb50,B-龙头回调,2,5009,2302,2707,45.95727690157716,0.3176558604733502,5.24550158771446,-3.872924436574678,1.3544032871329985
B_r25_d5_pb30,B-龙头回调,2,1700,781,919,45.94117647058823,0.34841599616459884,5.800600217749531,-4.285050681809104,1.3536829896491624
B_r25_d5_pb40,B-龙头回调,2,2350,1083,1267,46.08510638297872,0.34747446928264875,5.66204859577432,-4.195290944285207,1.349620007519888
B_r25_d5_pb50,B-龙头回调,2,2842,1292,1550,45.46094299788881,0.24895689163187074,5.568600043888363,-4.185223077861921,1.3305384062665446
B_r25_d8_pb30,B-龙头回调,2,1950,913,1037,46.820512820512825,0.43734058260595116,5.832478846615494,-4.312670251570242,1.352405471874853
B_r25_d8_pb40,B-龙头回调,2,2773,1286,1487,46.37576631806707,0.39089380911400406,5.6761075965127175,-4.179909775684069,1.3579497886611167
B_r25_d8_pb50,B-龙头回调,2,3493,1596,1897,45.69138276553106,0.2984151318432492,5.555455018045449,-4.124481894186633,1.346946152406619
C_vy1.5_va2_p3,C-追涨突破,2,1257,593,664,47.175815433572,0.3504989702351917,5.638846124745318,-4.372377328898102,1.2896522190518227
C_vy1.5_va2_p5,C-追涨突破,2,1093,520,573,47.57548032936871,0.4104967665363268,5.702508982851394,-4.3920274088281355,1.29837736699665
C_vy1.5_va3_p3,C-追涨突破,2,695,325,370,46.76258992805755,0.367633771524735,5.888964164124252,-4.482183465218081,1.3138605792964175
C_vy1.5_va3_p5,C-追涨突破,2,600,281,319,46.833333333333336,0.4329880530346356,6.057856390783815,-4.521833272694262,1.339690348019917
C_vy2.0_va2_p3,C-追涨突破,2,855,403,452,47.134502923976605,0.3305830916002828,5.697945665509769,-4.454919380270345,1.279023295178911
C_vy2.0_va2_p5,C-追涨突破,2,756,362,394,47.883597883597886,0.43188062468245036,5.734877674902428,-4.4404161574993575,1.291518063057417
C_vy2.0_va3_p3,C-追涨突破,2,524,247,277,47.13740458015267,0.46040473921814257,6.081196850147064,-4.55163732359573,1.3360460023082426
C_vy2.0_va3_p5,C-追涨突破,2,463,223,240,48.16414686825054,0.6113230732810044,6.1397050701992155,-4.525465198855497,1.3567014219338078
D_l2_r1_b5,D-断板反包,2,123,56,67,45.52845528455284,-0.1361910653181624,7.359271600422376,-6.401055382952047,1.1496965984738001
D_l2_r1_b8,D-断板反包,2,130,59,71,45.38461538461539,-0.17340918868561617,7.20836101528396,-6.307556259589915,1.1428135903384888
D_l2_r2_b5,D-断板反包,2,111,51,60,45.94594594594595,0.07264109668754694,7.830531203068263,-6.521565493736064,1.2007134192839826
D_l2_r2_b8,D-断板反包,2,118,54,64,45.76271186440678,0.019249730824758886,7.639466326566333,-6.410308021832197,1.1917471517043914
D_l3_r1_b5,D-断板反包,2,32,10,22,31.25,-1.58939357828504,6.748550313226562,-5.379368074426677,1.2545247359646068
D_l3_r1_b8,D-断板反包,2,36,13,23,36.11111111111111,-1.1028557289811864,6.2045841084897075,-5.233147811029952,1.1856313508692131
D_l3_r2_b5,D-断板反包,2,28,10,18,35.714285714285715,-1.2384151850192777,6.748550313226562,-5.6756182396003,1.1890423260218823
D_l3_r2_b8,D-断板反包,2,32,13,19,40.625,-0.7349324037106629,6.2045841084897075,-5.4830226489003895,1.1315992119299427
N36_cd1_p2_v1.2_d20,N36-连续下跌反弹,2,770,387,383,50.25974025974026,0.6372154270723284,4.49307006698221,-3.2589092351864806,1.3787036528880525
N36_cd1_p2_v1.2_d25,N36-连续下跌反弹,2,1361,638,723,46.877296105804554,0.38122087774835467,4.5245026637841415,-3.2749530911186246,1.3815473192743377
N36_cd1_p2_v1.5_d20,N36-连续下跌反弹,2,604,304,300,50.331125827814574,0.5672052903602312,4.4308786398053925,-3.347983703744203,1.3234468957689784
N36_cd1_p2_v1.5_d25,N36-连续下跌反弹,2,1073,503,570,46.87791239515378,0.3481069276752552,4.540303975583553,-3.3513230988122396,1.354779542799889
N36_cd1_p2_v1.8_d20,N36-连续下跌反弹,2,480,246,234,51.24999999999999,0.5338684550956343,4.247648105997343,-3.3703614343138515,1.2602945377762111
N36_cd1_p2_v1.8_d25,N36-连续下跌反弹,2,867,406,461,46.82814302191465,0.30950659163089944,4.5060768230058175,-3.3863882325300936,1.330643893609081
N36_cd1_p2_v2.0_d20,N36-连续下跌反弹,2,414,209,205,50.48309178743962,0.5856092639599061,4.397540645920658,-3.300701266917152,1.3323049528889814
N36_cd1_p2_v2.0_d25,N36-连续下跌反弹,2,750,347,403,46.266666666666666,0.3373298617595599,4.61967862264475,-3.3499530663475428,1.379027864316198
N36_cd1_p3_v1.2_d20,N36-连续下跌反弹,2,629,322,307,51.19236883942766,0.7282206272139609,4.563835698317986,-3.2948023463870033,1.3851622096003944
N36_cd1_p3_v1.2_d25,N36-连续下跌反弹,2,1122,529,593,47.14795008912656,0.39858114897738806,4.606097729634795,-3.354835834442115,1.3729726153353659
N36_cd1_p3_v1.5_d20,N36-连续下跌反弹,2,511,260,251,50.88062622309197,0.6038846959017905,4.470337551202867,-3.4012059111829913,1.3143389926803977
N36_cd1_p3_v1.5_d25,N36-连续下跌反弹,2,916,431,485,47.05240174672489,0.349247731423618,4.593384559660515,-3.4223460272776256,1.342174205369413
N36_cd1_p3_v1.8_d20,N36-连续下跌反弹,2,422,221,201,52.3696682464455,0.6216197442842516,4.2720915652199425,-3.392083103610212,1.259430100834833
N36_cd1_p3_v1.8_d25,N36-连续下跌反弹,2,763,361,402,47.313237221494106,0.34173530272956226,4.542976976223817,-3.431021523468017,1.3240887430026538
N36_cd1_p3_v2.0_d20,N36-连续下跌反弹,2,363,185,178,50.964187327823694,0.6296249072431773,4.423706409321986,-3.313662047164572,1.3349902151630866
N36_cd1_p3_v2.0_d25,N36-连续下跌反弹,2,665,309,356,46.46616541353383,0.3515365894678406,4.646409253153578,-3.3763163686189395,1.3761770953514532
N36_cd1_p4_v1.2_d20,N36-连续下跌反弹,2,532,277,255,52.06766917293233,0.8398800030171987,4.76319935601608,-3.4219218039659,1.3919661607976201
N36_cd1_p4_v1.2_d25,N36-连续下跌反弹,2,941,455,486,48.35281615302869,0.5131959431845484,4.757104387472608,-3.460010522146861,1.3748814799906819
N36_cd1_p4_v1.5_d20,N36-连续下跌反弹,2,447,229,218,51.23042505592841,0.6450807998118283,4.548218543932468,-3.4550042616726944,1.316414742056066
N36_cd1_p4_v1.5_d25,N36-连续下跌反弹,2,788,378,410,47.96954314720812,0.4263781957087126,4.685713985237125,-3.5005216297589468,1.3385759269140105
N36_cd1_p4_v1.8_d20,N36-连续下跌反弹,2,374,195,179,52.139037433155075,0.6175418650278593,4.288766783007568,-3.3818372355645607,1.2681765810327668
N36_cd1_p4_v1.8_d25,N36-连续下跌反弹,2,668,319,349,47.75449101796407,0.36965389560658324,4.570078946568027,-3.469703099398292,1.3171383301817843
N36_cd1_p4_v2.0_d20,N36-连续下跌反弹,2,328,168,160,51.21951219512195,0.626533195513706,4.385721160147202,-3.3206141673514673,1.3207560225659303
N36_cd1_p4_v2.0_d25,N36-连续下跌反弹,2,593,276,317,46.54300168634064,0.3280366145382217,4.637025859312148,-3.423638563876929,1.3544145425389702
N36_cd1_p5_v1.2_d20,N36-连续下跌反弹,2,461,233,228,50.542299349240785,0.7781705990706159,4.886445322034446,-3.4201978678178584,1.428702522743831
N36_cd1_p5_v1.2_d25,N36-连续下跌反弹,2,811,394,417,48.581997533908755,0.5596590945179827,4.841805289063973,-3.486301578506287,1.388808506674989
N36_cd1_p5_v1.5_d20,N36-连续下跌反弹,2,400,203,197,50.74999999999999,0.6443306539047934,4.6438766802738805,-3.4770289570237556,1.3355875771161008
N36_cd1_p5_v1.5_d25,N36-连续下跌反弹,2,704,344,360,48.86363636363637,0.5311106557050996,4.761169157681024,-3.510945246183008,1.3560932523391587
N36_cd1_p5_v1.8_d20,N36-连续下跌反弹,2,347,178,169,51.29682997118156,0.5717228760531381,4.425356945659235,-3.4871343096858265,1.2690526239174131
N36_cd1_p5_v1.8_d25,N36-连续下跌反弹,2,610,296,314,48.52459016393443,0.4473149704878694,4.6685604162570185,-3.5319482522754053,1.321808838294663
N36_cd1_p5_v2.0_d20,N36-连续下跌反弹,2,309,154,155,49.83818770226537,0.5789701582106576,4.550873427901983,-3.367307929095566,1.3514871593951059
N36_cd1_p5_v2.0_d25,N36-连续下跌反弹,2,546,256,290,46.88644688644688,0.3980756558402036,4.751903030384128,-3.445302992033056,1.379240967012905
N36_cd2_p2_v1.2_d20,N36-连续下跌反弹,2,612,303,309,49.50980392156863,0.5112081632082948,4.25980455615778,-3.164599950266446,1.3460799542132087
N36_cd2_p2_v1.2_d25,N36-连续下跌反弹,2,1012,468,544,46.24505928853755,0.23205007554974855,4.223654354899097,-3.201903605949321,1.3191072795106336
N36_cd2_p2_v1.5_d20,N36-连续下跌反弹,2,463,228,235,49.24406047516199,0.3809404723866117,4.121436867828614,-3.2481368814890343,1.268861817775129
N36_cd2_p2_v1.5_d25,N36-连续下跌反弹,2,766,350,416,45.69190600522193,0.12700850420272794,4.172646738470318,-3.27677366405126,1.2734009627358391
N36_cd2_p2_v1.8_d20,N36-连续下跌反弹,2,357,179,178,50.14005602240896,0.2970761335725102,3.8491121646737336,-3.274915156130407,1.1753318730924895
N36_cd2_p2_v1.8_d25,N36-连续下跌反弹,2,590,268,322,45.42372881355932,0.024874364571417635,4.068541245106279,-3.3406620453147426,1.2178847156396386
N36_cd2_p2_v2.0_d20,N36-连续下跌反弹,2,306,149,157,48.69281045751634,0.22099906831345587,3.956013347375986,-3.3236960118159526,1.1902452370229122
N36_cd2_p2_v2.0_d25,N36-连续下跌反弹,2,500,220,280,44.0,-0.05228626426048642,4.158780657433752,-3.360981702734532,1.237370811644146
N36_cd2_p3_v1.2_d20,N36-连续下跌反弹,2,509,256,253,50.29469548133595,0.5877673318612018,4.310390753866614,-3.178997869851787,1.3558960811973038
N36_cd2_p3_v1.2_d25,N36-连续下跌反弹,2,847,394,453,46.51711924439197,0.2571149089588123,4.293606429858375,-3.2536525507198397,1.319626592860524
N36_cd2_p3_v1.5_d20,N36-连续下跌反弹,2,404,200,204,49.504950495049506,0.3643985025842313,4.093464123417827,-3.2915481845075285,1.2436288013903947
N36_cd2_p3_v1.5_d25,N36-连续下跌反弹,2,670,308,362,45.97014925373134,0.11499172102716583,4.183241847235056,-3.3463923642546893,1.2500751232639005
N36_cd2_p3_v1.8_d20,N36-连续下跌反弹,2,326,166,160,50.920245398773,0.3680018703685115,3.8868699192224447,-3.282823730317445,1.184002017326282
N36_cd2_p3_v1.8_d25,N36-连续下跌反弹,2,538,247,291,45.91078066914498,0.06311809721880643,4.116540922260977,-3.377416053246543,1.2188432983564312
N36_cd2_p3_v2.0_d20,N36-连续下跌反弹,2,280,136,144,48.57142857142857,0.23252116652351412,4.012318513774627,-3.3372874392136493,1.2022693840000884
N36_cd2_p3_v2.0_d25,N36-连续下跌反弹,2,460,203,257,44.130434782608695,-0.03072338523814459,4.210618552967815,-3.3808884181401284,1.245417781425668
N36_cd2_p4_v1.2_d20,N36-连续下跌反弹,2,427,217,210,50.81967213114754,0.6575167882831126,4.468649929149807,-3.2806541239458022,1.3621216258467213
N36_cd2_p4_v1.2_d25,N36-连续下跌反弹,2,710,333,377,46.901408450704224,0.2892070942130232,4.416914650831,-3.356752100359361,1.315829861358586
N36_cd2_p4_v1.5_d20,N36-连续下跌反弹,2,349,173,176,49.570200573065904,0.36651946262754825,4.113890082050733,-3.3169755212372887,1.240253374108767
N36_cd2_p4_v1.5_d25,N36-连续下跌反弹,2,573,263,310,45.89877835951135,0.09771816496412336,4.216350024587842,-3.396475961103745,1.241389626446131
N36_cd2_p4_v1.8_d20,N36-连续下跌反弹,2,286,144,142,50.349650349650354,0.32023579182446266,3.8274553446334494,-3.236381219474792,1.1826342711426865
N36_cd2_p4_v1.8_d25,N36-连续下跌反弹,2,470,213,257,45.31914893617021,-0.004067796715313438,4.054631594596799,-3.367892584067375,1.2039076346372233
N36_cd2_p4_v2.0_d20,N36-连续下跌反弹,2,251,122,129,48.60557768924303,0.19209484453684014,3.896298752103442,-3.3111057502160715,1.1767364276568886
N36_cd2_p4_v2.0_d25,N36-连续下跌反弹,2,410,177,233,43.170731707317074,-0.15306466186852072,4.098002570339563,-3.382416164447195,1.2115607220110716
N36_cd2_p5_v1.2_d20,N36-连续下跌反弹,2,369,182,187,49.32249322493225,0.5540000818311149,4.462287508668238,-3.249787681186834,1.3731012442753168
N36_cd2_p5_v1.2_d25,N36-连续下跌反弹,2,611,284,327,46.48117839607202,0.2227995929160557,4.379836209899872,-3.3875930652594923,1.292905058407413
N36_cd2_p5_v1.5_d20,N36-连续下跌反弹,2,311,154,157,49.51768488745981,0.3681105780964426,4.106248550916491,-3.298598006707939,1.244846611368265
N36_cd2_p5_v1.5_d25,N36-连续下跌反弹,2,511,237,274,46.37964774951076,0.1157320689260666,4.198627785446933,-3.41582371507191,1.2291699266917653
N36_cd2_p5_v1.8_d20,N36-连续下跌反弹,2,268,134,134,50.0,0.28433048588345167,3.895910122234213,-3.327249150467313,1.1709102462876972
N36_cd2_p5_v1.8_d25,N36-连续下跌反弹,2,433,198,235,45.72748267898383,-0.006359159047816977,4.076806332159978,-3.446643275044171,1.1828338492928983
N36_cd2_p5_v2.0_d20,N36-连续下跌反弹,2,237,113,124,47.67932489451477,0.12999654604421318,3.9697016409197308,-3.3690895484794456,1.178271335266632
N36_cd2_p5_v2.0_d25,N36-连续下跌反弹,2,380,163,217,42.89473684210526,-0.1965772775058766,4.118079938550931,-3.4375409927927882,1.197972605180556
N36_cd3_p2_v1.2_d20,N36-连续下跌反弹,2,251,124,127,49.40239043824701,0.4515309449170979,4.13180261449224,-3.1418051734082377,1.315104656858799
N36_cd3_p2_v1.2_d25,N36-连续下跌反弹,2,382,177,205,46.33507853403142,0.22988556984776762,4.234057213538327,-3.2273748249484697,1.3119198863447572
N36_cd3_p2_v1.5_d20,N36-连续下跌反弹,2,183,91,92,49.72677595628415,0.3676980150889246,4.079840513921671,-3.304095108756509,1.234783013088601
N36_cd3_p2_v1.5_d25,N36-连续下跌反弹,2,272,129,143,47.42647058823529,0.12247511227529187,4.072798832957629,-3.4411036287598216,1.1835734323483513
N36_cd3_p2_v1.8_d20,N36-连续下跌反弹,2,132,67,65,50.75757575757576,0.3970534780113367,3.939044034095986,-3.253921402875918,1.2105529133600261
N36_cd3_p2_v1.8_d25,N36-连续下跌反弹,2,200,92,108,46.0,-0.15903709268208635,3.8495974796780184,-3.5737998765443995,1.0771720892777843
N36_cd3_p2_v2.0_d20,N36-连续下跌反弹,2,111,55,56,49.549549549549546,0.34745518481084825,4.0959979237012805,-3.334149290885113,1.2284986562836004
N36_cd3_p2_v2.0_d25,N36-连续下跌反弹,2,172,77,95,44.76744186046512,-0.22110613182162148,3.9207702635855997,-3.5782059470464227,1.095736333125806
N36_cd3_p3_v1.2_d20,N36-连续下跌反弹,2,213,106,107,49.76525821596244,0.5138000549924987,4.131048748813323,-3.0696425762692514,1.3457751663824236
N36_cd3_p3_v1.2_d25,N36-连续下跌反弹,2,330,153,177,46.36363636363636,0.22805852769666482,4.229237852684116,-3.230588007461977,1.3091232441015284
N36_cd3_p3_v1.5_d20,N36-连续下跌反弹,2,163,81,82,49.693251533742334,0.29106626626707505,3.948271464407067,-3.3215388684809652,1.1886874189169807
N36_cd3_p3_v1.5_d25,N36-连续下跌反弹,2,245,115,130,46.93877551020408,0.006985881771470162,3.9339291368019733,-3.4668485361401284,1.1347277205198807
N36_cd3_p3_v1.8_d20,N36-连续下跌反弹,2,123,63,60,51.21951219512195,0.3832812022547056,3.923501634392465,-3.333950251489942,1.17683268748208
N36_cd3_p3_v1.8_d25,N36-连续下跌反弹,2,187,86,101,45.98930481283423,-0.21013934951502913,3.793285864797049,-3.618996462691651,1.0481595944903934
N36_cd3_p3_v2.0_d20,N36-连续下跌反弹,2,104,51,53,49.03846153846153,0.27109282078608926,4.089108597762052,-3.4028468891341768,1.201672814260088
N36_cd3_p3_v2.0_d25,N36-连续下跌反弹,2,161,71,90,44.099378881987576,-0.3144428287471758,3.8585764301163343,-3.606491355183945,1.0698975957810197
N36_cd3_p4_v1.2_d20,N36-连续下跌反弹,2,181,92,89,50.82872928176796,0.43590174278170596,3.964980554555097,-3.2121347817480914,1.2343755240548455
N36_cd3_p4_v1.2_d25,N36-连续下跌反弹,2,285,136,149,47.719298245614034,0.2536234158898166,4.123173334005422,-3.278314764403621,1.257711242000124
N36_cd3_p4_v1.5_d20,N36-连续下跌反弹,2,144,72,72,50.0,0.15157479471339472,3.6225657933332016,-3.319416203906413,1.091326176292696
N36_cd3_p4_v1.5_d25,N36-连续下跌反弹,2,220,105,115,47.72727272727273,-0.028224328403641058,3.715296840520074,-3.4462219174209485,1.078078234526607
N36_cd3_p4_v1.8_d20,N36-连续下跌反弹,2,112,56,56,50.0,0.09682365561088747,3.4326339381316773,-3.238986626909903,1.0597863880057203
N36_cd3_p4_v1.8_d25,N36-连续下跌反弹,2,172,79,93,45.93023255813954,-0.3185546161714275,3.4337909106480367,-3.50603092389979,0.9793955002623308
N36_cd3_p4_v2.0_d20,N36-连续下跌反弹,2,95,45,50,47.368421052631575,-0.1528539560523216,3.4621575552067787,-3.4063643161855133,1.0163791168067846
N36_cd3_p4_v2.0_d25,N36-连续下跌反弹,2,149,65,84,43.624161073825505,-0.5528583135699555,3.4032535082569253,-3.614135318555042,0.9416508260729903
N36_cd3_p5_v1.2_d20,N36-连续下跌反弹,2,152,76,76,50.0,0.45934529912698513,3.994071344738386,-3.0753807464844165,1.2987241821371742
N36_cd3_p5_v1.2_d25,N36-连续下跌反弹,2,241,116,125,48.13278008298755,0.26748130273561727,4.086430997321045,-3.276504013839661,1.2471924282895197
N36_cd3_p5_v1.5_d20,N36-连续下跌反弹,2,128,66,62,51.5625,0.3183454725096726,3.655951085760274,-3.234589535144194,1.1302673943750627
N36_cd3_p5_v1.5_d25,N36-连续下跌反弹,2,197,97,100,49.23857868020304,0.08593548656083713,3.7303769557704687,-3.4491727385725057,1.081528018023923
N36_cd3_p5_v1.8_d20,N36-连续下跌反弹,2,105,54,51,51.42857142857142,0.17448177421853256,3.5419576547852705,-3.391080922852132,1.0444922239738945
N36_cd3_p5_v1.8_d25,N36-连续下跌反弹,2,160,76,84,47.5,-0.23091670998979003,3.531853977781518,-3.6353282846400212,0.9715364614261378
N36_cd3_p5_v2.0_d20,N36-连续下跌反弹,2,90,43,47,47.77777777777778,-0.1056356193776928,3.6008209955194355,-3.4966491181133645,1.0297919161709532
N36_cd3_p5_v2.0_d25,N36-连续下跌反弹,2,139,62,77,44.60431654676259,-0.48196823829030566,3.5219822323693655,-3.7059283575227693,0.9503643601798166
N22_d10_p2_v1.2,N22-V型反转,3,16,10,6,62.5,0.8921002541407528,3.777542934283429,-3.9169708794303744,0.9644041404854096
N22_d12_p2_v1.2,N22-V型反转,3,58,31,27,53.44827586206896,1.325357712416384,5.738215480057813,-3.7412567615422954,1.533766818423949
N22_d12_p2_v1.3,N22-V型反转,3,44,23,21,52.27272727272727,1.5678791877499025,6.1923992923861455,-3.4970714030421726,1.7707385920113765
N22_d12_p2_v1.5,N22-V型反转,3,38,22,16,57.89473684210527,1.4363997413298533,5.320673334295954,-3.904476448998535,1.3627110840073478
N22_d12_p2_v1.8,N22-V型反转,3,25,15,10,60.0,2.090929267465979,5.570822522413345,-3.128910614955072,1.780435176315619
N22_d12_p2_v2.0,N22-V型反转,3,22,13,9,59.09090909090909,1.5658387003119894,5.023932178769622,-3.429185213015703,1.4650512779831633
N22_d12_p3_v1.2,N22-V型反转,3,41,22,19,53.65853658536586,1.848282411562354,6.4081201146905755,-3.4315296657440086,1.8674237844017578
N22_d12_p3_v1.3,N22-V型反转,3,32,16,16,50.0,1.8574302294242295,6.790073158989862,-3.0752127001414036,2.208001143685977
N22_d12_p3_v1.5,N22-V型反转,3,28,15,13,53.57142857142857,1.4395981859021785,5.551386678231163,-3.3047731514004957,1.6798086960609075
N22_d12_p3_v1.8,N22-V型反转,3,22,12,10,54.54545454545454,1.5261382105353858,5.405345565110767,-3.128910614955072,1.7275487319053318
N22_d12_p3_v2.0,N22-V型反转,3,19,10,9,52.63157894736842,0.8289610711575137,4.661292726913409,-3.429185213015703,1.3593003694350365
N22_d12_p4_v1.2,N22-V型反转,3,37,22,15,59.45945945945946,2.424194332453792,6.4081201146905755,-3.418896814826824,1.8743239301345114
N22_d12_p4_v1.3,N22-V型反转,3,29,16,13,55.172413793103445,2.240777299468992,6.790073158989862,-3.3583560660951566,2.021844326615685
N22_d12_p4_v1.5,N22-V型反转,3,26,15,11,57.692307692307686,1.7372792912962254,5.551386678231163,-3.463776236342326,1.6026978359587423
N22_d12_p4_v1.8,N22-V型反转,3,21,12,9,57.14285714285714,1.6900575379261498,5.405345565110767,-3.263659831653339,1.6562221076736634
N22_d12_p4_v2.0,N22-V型反转,3,18,10,8,55.55555555555556,0.9814682231479682,4.661292726913409,-3.6183124065588324,1.2882504889472755
N22_d12_p5_v1.2,N22-V型反转,3,33,18,15,54.54545454545454,1.5174500263746238,5.631072394042497,-3.418896814826824,1.6470436807633593
N22_d12_p5_v1.3,N22-V型反转,3,28,15,13,53.57142857142857,1.4147204040796573,5.551386678231163,-3.3583560660951566,1.6530071764206637
N22_d12_p5_v1.5,N22-V型反转,3,26,15,11,57.692307692307686,1.7372792912962254,5.551386678231163,-3.463776236342326,1.6026978359587423
N22_d12_p5_v1.8,N22-V型反转,3,21,12,9,57.14285714285714,1.6900575379261498,5.405345565110767,-3.263659831653339,1.6562221076736634
N22_d12_p5_v2.0,N22-V型反转,3,18,10,8,55.55555555555556,0.9814682231479682,4.661292726913409,-3.6183124065588324,1.2882504889472755
N22_d12_p6_v1.2,N22-V型反转,3,33,18,15,54.54545454545454,1.5174500263746238,5.631072394042497,-3.418896814826824,1.6470436807633593
N22_d12_p6_v1.3,N22-V型反转,3,28,15,13,53.57142857142857,1.4147204040796573,5.551386678231163,-3.3583560660951566,1.6530071764206637
N22_d12_p6_v1.5,N22-V型反转,3,26,15,11,57.692307692307686,1.7372792912962254,5.551386678231163,-3.463776236342326,1.6026978359587423
N22_d12_p6_v1.8,N22-V型反转,3,21,12,9,57.14285714285714,1.6900575379261498,5.405345565110767,-3.263659831653339,1.6562221076736634
N22_d12_p6_v2.0,N22-V型反转,3,18,10,8,55.55555555555556,0.9814682231479682,4.661292726913409,-3.6183124065588324,1.2882504889472755
N22_d15_p2_v1.2,N22-V型反转,3,139,77,62,55.39568345323741,0.9721625622667525,4.818234019506257,-3.8044100539823082,1.2664865120053812
N22_d15_p2_v1.3,N22-V型反转,3,121,67,54,55.371900826446286,1.0570199466943295,4.824479209979549,-3.6174202503447384,1.3336794942527836
N22_d15_p2_v1.5,N22-V型反转,3,102,58,44,56.86274509803921,1.0453523584517854,4.83310583621236,-3.947595407687152,1.2243164096302406
N22_d15_p2_v1.8,N22-V型反转,3,69,40,29,57.971014492753625,1.6861938528903908,5.378259325484124,-3.4063102472388946,1.578910590966769
N22_d15_p2_v2.0,N22-V型反转,3,54,30,24,55.55555555555556,1.139874251046582,4.82902171056611,-3.4715600733528276,1.391023519262407
N22_d15_p3_v1.2,N22-V型反转,3,109,62,47,56.88073394495413,1.325441070795328,5.187323388194696,-3.7689568798166015,1.3763286642979882
N22_d15_p3_v1.3,N22-V型反转,3,97,54,43,55.670103092783506,1.277446915118603,5.129114107634723,-3.5595304894365243,1.4409524297814527
N22_d15_p3_v1.5,N22-V型反转,3,82,46,36,56.09756097560976,1.175794422457138,5.122929507533177,-3.867767075140023,1.3245186196605996
N22_d15_p3_v1.8,N22-V型反转,3,62,36,26,58.06451612903226,1.7265860663343777,5.412435414506679,-3.3768976465195775,1.6027833772471731
N22_d15_p3_v2.0,N22-V型反转,3,48,26,22,54.166666666666664,1.0799479823571498,4.791844354609952,-3.306838639396162,1.449071115089231
N22_d15_p4_v1.2,N22-V型反转,3,94,54,40,57.446808510638306,1.5118085872438884,5.45775680510013,-3.8152215068620365,1.4305216080596732
N22_d15_p4_v1.3,N22-V型反转,3,84,47,37,55.952380952380956,1.3838884045858653,5.386067256123252,-3.6999604068264897,1.455709430345759
N22_d15_p4_v1.5,N22-V型反转,3,75,44,31,58.666666666666664,1.3361597109214454,5.090331341035076,-3.9923419576269334,1.275023881987502
N22_d15_p4_v1.8,N22-V型反转,3,57,35,22,61.40350877192983,1.8937075318281895,5.234514251682289,-3.4212122497578785,1.530017394288454
N22_d15_p4_v2.0,N22-V型反转,3,44,25,19,56.81818181818182,1.1416021898776947,4.5179310842599385,-3.30093582904631,1.3686818884828902
N22_d15_p5_v1.2,N22-V型反转,3,80,45,35,56.25,1.3371417847386726,5.167427306245058,-3.587511028626679,1.4403934273682721
N22_d15_p5_v1.3,N22-V型反转,3,75,42,33,56.00000000000001,1.2867688429728221,5.105850615755478,-3.5738806860232857,1.428657267637225
N22_d15_p5_v1.5,N22-V型反转,3,68,40,28,58.82352941176471,1.5481122152719313,5.266137854996275,-3.763352984334273,1.3993207325801358
N22_d15_p5_v1.8,N22-V型反转,3,55,33,22,60.0,1.8013378762467425,5.283037960249822,-3.4212122497578785,1.5442005858080585
N22_d15_p5_v2.0,N22-V型反转,3,44,25,19,56.81818181818182,1.1416021898776947,4.5179310842599385,-3.30093582904631,1.3686818884828902
N22_d15_p6_v1.2,N22-V型反转,3,77,43,34,55.84415584415584,1.1807806575351523,4.938351444516391,-3.5714412201175896,1.3827335073300733
N22_d15_p6_v1.3,N22-V型反转,3,72,40,32,55.55555555555556,1.1174504315843687,4.856515229872682,-3.5563805662760224,1.36557804750296
N22_d15_p6_v1.5,N22-V型反转,3,65,38,27,58.46153846153847,1.3726215152246806,5.012115724553373,-3.7496295942008864,1.3366962252231598
N22_d15_p6_v1.8,N22-V型反转,3,52,31,21,59.61538461538461,1.5965836739362258,4.9727463232716556,-3.387275475082742,1.4680666983987138
