name,cat,hold_days,signals,wins,losses,wr,avg,med,max_g,max_l,avg_w,avg_l,pl,composite,wilson_lower
N22_d10_p2_v1.2,N22-V型反转,2,16,9,7,56.25,1.0798140483328666,1.9033674963396807,9.090909090909083,-3.61794500723589,3.2916395181306046,-1.7639615556927963,1.8660494654815833,46.15129337698205,33.17819560677652
N22_d12_p2_v1.2,N22-V型反转,2,59,31,28,52.54237288135594,0.9189619536789364,0.7122507122507171,16.613076098606648,-12.384937238493709,4.624094354003439,-3.1831489181089063,1.4526792408916238,46.57224511523922,40.03957675731271
N22_d12_p2_v1.3,N22-V型反转,2,45,23,22,51.11111111111111,0.8388186550076666,0.29999999999998916,16.613076098606648,-12.384937238493709,4.58104054436007,-3.0735042293153003,1.4904943031038582,44.934870515709484,37.00422432648975
N22_d12_p2_v1.5,N22-V型反转,2,39,22,17,56.41025641025641,0.8411102631697509,1.1844331641285955,16.613076098606648,-12.384937238493709,4.153747774490914,-3.44583239853999,1.2054410354522378,48.30999880145329,40.9754234745221
N22_d12_p2_v1.8,N22-V型反转,2,26,16,10,61.53846153846154,0.9191078766354833,1.2566457225712702,16.613076098606648,-12.384937238493709,3.743380924646018,-3.599729000181373,1.0399063164080982,50.95968897366427,42.53452003942007
N22_d12_p2_v2.0,N22-V型反转,2,23,14,9,60.86956521739131,1.0097338471000932,1.2566457225712702,16.613076098606648,-12.384937238493709,4.153933600292314,-3.8812435467544737,1.0702584236863635,50.20975582911339,40.78517960374599
N22_d12_p2_v2.5,N22-V型反转,2,16,9,7,56.25,0.7889898784460163,1.1844331641285955,16.613076098606648,-12.384937238493709,4.943537128547604,-4.552570871684596,1.0858781264218602,46.15129337698205,33.17819560677652
N22_d12_p3_v1.2,N22-V型反转,2,42,23,19,54.761904761904766,1.1415181893114803,1.1844331641285955,16.613076098606648,-12.384937238493709,4.574366915667444,-3.0140355320667913,1.5176884502521768,47.329124450492756,39.948862747122696
N22_d12_p3_v1.3,N22-V型反转,2,33,17,16,51.515151515151516,0.7461532089173555,0.29999999999998916,16.613076098606648,-12.384937238493709,4.232848646606566,-2.958460693627431,1.4307604815315567,44.49472328581892,35.218104586210245
N22_d12_p3_v1.5,N22-V型反转,2,29,16,13,55.172413793103445,0.515654918506723,0.7122507122507171,16.613076098606648,-12.384937238493709,3.6235590944268843,-3.309457913395014,1.094910160289559,46.75544990523167,37.547667068067625
N22_d12_p3_v1.8,N22-V型反转,2,23,13,10,56.52173913043478,0.27092776363764154,0.7122507122507171,16.613076098606648,-12.384937238493709,3.2483560434984216,-3.599729000181373,0.9023890529911425,47.16627756824383,36.81104930501695
N22_d12_p3_v2.0,N22-V型反转,2,20,11,9,55.00000000000001,0.2779206127222666,1.1844331641285955,16.613076098606648,-12.384937238493709,3.680873106839599,-3.8812435467544737,0.9483746800474745,45.781688572482295,34.20820083075997
N22_d12_p3_v2.5,N22-V型反转,2,15,8,7,53.333333333333336,0.08251329608499107,0.7122507122507171,16.613076098606648,-12.384937238493709,4.1382119428833795,-4.552570871684596,0.9089835302996853,43.96462872625655,30.11663015105079
N22_d12_p4_v1.2,N22-V型反转,2,38,23,15,60.526315789473685,1.4024790232134312,1.4390243902439037,16.613076098606648,-12.384937238493709,4.574366915667444,-3.461082411882722,1.3216579009972576,51.13068689855342,44.71758699869596
N22_d12_p4_v1.3,N22-V型反转,2,30,17,13,56.666666666666664,0.9601125937866589,1.1844331641285955,16.613076098606648,-12.384937238493709,4.232848646606566,-3.319619167593221,1.2751006765861796,47.879851458843085,39.197009545408726
N22_d12_p4_v1.5,N22-V型反转,2,27,16,11,59.25925925925925,0.6833352807939796,1.1844331641285955,16.613076098606648,-12.384937238493709,3.6235590944268843,-3.5933539026720633,1.0084058494022423,49.45122911817831,40.72638305536409
N22_d12_p4_v1.8,N22-V型反转,2,22,13,9,59.09090909090909,0.37034119219711015,1.1844331641285955,16.613076098606648,-12.384937238493709,3.2483560434984216,-3.7867913707936744,0.8578122546047732,48.86290525333727,38.73447738289381
N22_d12_p4_v2.0,N22-V型反转,2,19,11,8,57.89473684210527,0.39339894311136836,1.1844331641285955,16.613076098606648,-12.384937238493709,3.680873106839599,-4.126878032014949,0.8919267975173019,47.69131125551668,36.275551465160106
N22_d12_p4_v2.5,N22-V型反转,2,15,8,7,53.333333333333336,0.08251329608499107,0.7122507122507171,16.613076098606648,-12.384937238493709,4.1382119428833795,-4.552570871684596,0.9089835302996853,43.96462872625655,30.11663015105079
N22_d12_p5_v1.2,N22-V型反转,2,34,19,15,55.88235294117647,0.8992978710406837,1.1844331641285955,16.613076098606648,-12.384937238493709,4.341703357559162,-3.461082411882722,1.2544351277661168,47.62109476864015,39.453617789183696
N22_d12_p5_v1.3,N22-V型反转,2,29,16,13,55.172413793103445,0.51109987352132,0.7122507122507171,16.613076098606648,-12.384937238493709,3.6235590944268843,-3.319619167593221,1.0915586732962579,46.75544990523167,37.547667068067625
N22_d12_p5_v1.5,N22-V型反转,2,27,16,11,59.25925925925925,0.6833352807939796,1.1844331641285955,16.613076098606648,-12.384937238493709,3.6235590944268843,-3.5933539026720633,1.0084058494022423,49.45122911817831,40.72638305536409
N22_d12_p5_v1.8,N22-V型反转,2,22,13,9,59.09090909090909,0.37034119219711015,1.1844331641285955,16.613076098606648,-12.384937238493709,3.2483560434984216,-3.7867913707936744,0.8578122546047732,48.86290525333727,38.73447738289381
N22_d12_p5_v2.0,N22-V型反转,2,19,11,8,57.89473684210527,0.39339894311136836,1.1844331641285955,16.613076098606648,-12.384937238493709,3.680873106839599,-4.126878032014949,0.8919267975173019,47.69131125551668,36.275551465160106
N22_d12_p5_v2.5,N22-V型反转,2,15,8,7,53.333333333333336,0.08251329608499107,0.7122507122507171,16.613076098606648,-12.384937238493709,4.1382119428833795,-4.552570871684596,0.9089835302996853,43.96462872625655,30.11663015105079
N22_d12_p6_v1.2,N22-V型反转,2,34,19,15,55.88235294117647,0.8992978710406837,1.1844331641285955,16.613076098606648,-12.384937238493709,4.341703357559162,-3.461082411882722,1.2544351277661168,47.62109476864015,39.453617789183696
N22_d12_p6_v1.3,N22-V型反转,2,29,16,13,55.172413793103445,0.51109987352132,0.7122507122507171,16.613076098606648,-12.384937238493709,3.6235590944268843,-3.319619167593221,1.0915586732962579,46.75544990523167,37.547667068067625
N22_d12_p6_v1.5,N22-V型反转,2,27,16,11,59.25925925925925,0.6833352807939796,1.1844331641285955,16.613076098606648,-12.384937238493709,3.6235590944268843,-3.5933539026720633,1.0084058494022423,49.45122911817831,40.72638305536409
N22_d12_p6_v1.8,N22-V型反转,2,22,13,9,59.09090909090909,0.37034119219711015,1.1844331641285955,16.613076098606648,-12.384937238493709,3.2483560434984216,-3.7867913707936744,0.8578122546047732,48.86290525333727,38.73447738289381
N22_d12_p6_v2.0,N22-V型反转,2,19,11,8,57.89473684210527,0.39339894311136836,1.1844331641285955,16.613076098606648,-12.384937238493709,3.680873106839599,-4.126878032014949,0.8919267975173019,47.69131125551668,36.275551465160106
N22_d12_p6_v2.5,N22-V型反转,2,15,8,7,53.333333333333336,0.08251329608499107,0.7122507122507171,16.613076098606648,-12.384937238493709,4.1382119428833795,-4.552570871684596,0.9089835302996853,43.96462872625655,30.11663015105079
N22_d15_p2_v1.2,N22-V型反转,2,140,77,63,55.00000000000001,0.5433685905166236,0.7122507122507171,16.613076098606648,-12.384937238493709,3.80685932233854,-3.445342303932386,1.1049292019528891,50.33611849767522,46.735164077539125
N22_d15_p2_v1.3,N22-V型反转,2,122,67,55,54.91803278688525,0.48362760110413766,0.6964285714285756,16.613076098606648,-12.384937238493709,3.6058322252209174,-3.3197853046381205,1.086164283028531,49.95208906445935,46.07293803034979
N22_d15_p2_v1.5,N22-V型反转,2,103,58,45,56.310679611650485,0.518715589383432,0.779678068410461,16.613076098606648,-12.384937238493709,3.7298054230453928,-3.62002241844754,1.0303266090393257,50.52562448652254,46.675816953805175
N22_d15_p2_v1.8,N22-V型反转,2,70,41,29,58.57142857142858,0.816537136108828,1.2566457225712702,16.613076098606648,-12.384937238493709,3.758624502866872,-3.342965692755991,1.1243383415545032,51.19519743530356,46.88100006994645
N22_d15_p2_v2.0,N22-V型反转,2,55,31,24,56.36363636363636,0.6538505037099985,0.779678068410461,16.613076098606648,-12.384937238493709,3.9646202261788925,-3.6225603878123214,1.094424882333885,49.08211693947309,43.26958407868132
N22_d15_p2_v2.5,N22-V型反转,2,38,20,18,52.63157894736842,0.5189833333909771,0.7553366174055665,16.613076098606648,-12.384937238493709,4.647116607441293,-4.067831415553817,1.1424063911971654,45.604371109079736,37.25871074271085
N22_d15_p3_v1.2,N22-V型反转,2,110,63,47,57.27272727272727,0.6789866665625595,0.7553366174055665,16.613076098606648,-12.384937238493709,3.7690335647026036,-3.4629910905187775,1.0883751838177496,51.35485374894206,47.93675269277536
N22_d15_p3_v1.3,N22-V型反转,2,98,55,43,56.12244897959183,0.468356233136398,0.7122507122507171,16.613076098606648,-12.384937238493709,3.4662306587596974,-3.366134311265496,1.0297362904264418,50.27601978890902,46.250823376575
N22_d15_p3_v1.5,N22-V型反转,2,83,47,36,56.62650602409639,0.4193426781589943,1.0147601476014678,16.613076098606648,-12.384937238493709,3.5678368933256808,-3.691191436086402,0.9665813749038418,50.235890485811375,45.90573282760806
N22_d15_p3_v1.8,N22-V型反转,2,63,37,26,58.730158730158735,0.788827199853487,1.2566457225712702,16.613076098606648,-12.384937238493709,3.6664448735209314,-3.306244104980953,1.1089456062839782,51.05805420049594,46.415095351811104
N22_d15_p3_v2.0,N22-V型反转,2,49,27,22,55.10204081632652,0.5731352061333662,0.7553366174055665,16.613076098606648,-12.384937238493709,3.868817878306607,-3.471566255170157,1.114430085424649,47.927947958822145,41.31486679967811
N22_d15_p3_v2.5,N22-V型反转,2,35,19,16,54.285714285714285,0.5400634213928003,0.7553366174055665,16.613076098606648,-12.384937238493709,4.292431238682339,-3.9158733616385275,1.0961619138996486,46.57082496095574,38.189451340137516
N22_d15_p4_v1.2,N22-V型反转,2,95,55,40,57.89473684210527,0.689857572187069,1.2566457225712702,16.613076098606648,-12.384937238493709,3.8605474551083794,-3.669841016829732,1.0519658583039635,51.44302366287478,47.84945348956803
N22_d15_p4_v1.3,N22-V型反转,2,85,48,37,56.470588235294116,0.4693519022322077,1.0147601476014678,16.613076098606648,-12.384937238493709,3.538372156347124,-3.512079778781737,1.0074862700227463,50.1830267300961,45.87719281568645
N22_d15_p4_v1.5,N22-V型反转,2,76,45,31,59.210526315789465,0.4409418369169991,1.2566457225712702,16.613076098606648,-12.384937238493709,3.3840424379976644,-3.8313009711033215,0.8832619685900434,51.83659659998846,47.97834798422031
N22_d15_p4_v1.8,N22-V型反转,2,58,36,22,62.06896551724138,0.873971058054204,1.4390243902439037,16.613076098606648,-12.384937238493709,3.447777743939248,-3.3377126097576864,1.0329762166640082,53.2006617999302,49.20257173616557
N22_d15_p4_v2.0,N22-V型反转,2,45,26,19,57.77777777777777,0.5906185083757584,1.1844331641285955,16.613076098606648,-12.384937238493709,3.5738315836852643,-3.4916730683635677,1.023529841916214,49.60153718237615,43.300532795944505
N22_d15_p4_v2.5,N22-V型反转,2,33,18,15,54.54545454545454,0.37515938971065194,0.7553366174055665,16.613076098606648,-12.384937238493709,3.8898739998057175,-3.842498142403428,1.0123294418491655,46.61593540703104,37.985657943749565
N22_d15_p5_v1.2,N22-V型反转,2,81,46,35,56.79012345679012,0.6608763392007092,1.1844331641285955,16.613076098606648,-12.384937238493709,3.7745682792924953,-3.4314044963484958,1.1000067999296423,50.2927877493765,45.93724052942849
N22_d15_p5_v1.3,N22-V型反转,2,76,43,33,56.57894736842105,0.4970625288420064,1.1844331641285955,16.613076098606648,-12.384937238493709,3.4677842456897876,-3.37387789008086,1.0278333593177782,49.99449133683057,45.38555158542199
N22_d15_p5_v1.5,N22-V型反转,2,69,42,27,60.86956521739131,0.6774944098897919,1.2991573033707793,16.613076098606648,-12.384937238493709,3.497820546293875,-3.7096795800721143,0.9428902067670974,52.76996721022134,49.07377603589871
N22_d15_p5_v1.8,N22-V型反转,2,56,35,21,62.5,0.8675202637354106,1.4390243902439037,16.613076098606648,-12.384937238493709,3.4797299390477563,-3.486162528451833,0.9981548222862308,53.41990416958963,49.4051260344893
N22_d15_p5_v2.0,N22-V型反转,2,45,26,19,57.77777777777777,0.5906185083757584,1.1844331641285955,16.613076098606648,-12.384937238493709,3.5738315836852643,-3.4916730683635677,1.023529841916214,49.60153718237615,43.300532795944505
N22_d15_p5_v2.5,N22-V型反转,2,33,18,15,54.54545454545454,0.37515938971065194,0.7553366174055665,16.613076098606648,-12.384937238493709,3.8898739998057175,-3.842498142403428,1.0123294418491655,46.61593540703104,37.985657943749565
N22_d15_p6_v1.2,N22-V型反转,2,78,44,34,56.41025641025641,0.6166976835502035,1.1844331641285955,16.613076098606648,-12.384937238493709,3.7288111857085795,-3.4107433192429895,1.0932547062897084,49.937737545525714,45.36178766457738
N22_d15_p6_v1.3,N22-V型反转,2,73,41,32,56.16438356164384,0.44312586347467003,1.0147601476014678,16.613076098606648,-12.384937238493709,3.403713997277648,-3.350127682960396,1.0159953050714472,49.60924836716739,44.75757167181133
N22_d15_p6_v1.5,N22-V型反转,2,66,40,26,60.60606060606061,0.6260386382432435,1.2991573033707793,16.613076098606648,-12.384937238493709,3.433650356701636,-3.693364005538899,0.9296810039715085,52.480749749678424,48.548180775863855
N22_d15_p6_v1.8,N22-V型反转,2,53,33,20,62.264150943396224,0.8141994454875737,1.2991573033707793,16.613076098606648,-12.384937238493709,3.400851490618005,-3.4537764289776396,0.9846762118371105,53.12549540534937,48.80665023609231
N22_d15_p6_v2.0,N22-V型反转,2,43,25,18,58.139534883720934,0.5703162461154335,1.1844331641285955,16.613076098606648,-12.384937238493709,3.469260094557427,-3.4559946544984483,1.0038383855836444,49.74845035376687,43.32831575571178
N22_d15_p6_v2.5,N22-V型反转,2,31,17,14,54.83870967741935,0.33309759891954965,0.7553366174055665,16.613076098606648,-12.384937238493709,3.7546831285071605,-3.821684829865408,0.9824680201688408,46.67621601534756,37.771879603669134
N22_d18_p2_v1.2,N22-V型反转,2,218,115,103,52.752293577981646,0.7645464457200933,0.660066006600668,16.613076098606648,-13.827993254637427,4.4815630156770325,-3.3855205984065875,1.3237441289786578,49.81583290691024,46.13475844088287
N22_d18_p2_v1.3,N22-V型反转,2,195,103,92,52.820512820512825,0.7605861250913194,0.4366812227074135,16.613076098606648,-13.827993254637427,4.426966073171918,-3.344165338520655,1.3237880382822989,49.59820655129104,45.82707086597564
N22_d18_p2_v1.5,N22-V型反转,2,159,86,73,54.088050314465406,0.7735718116159481,0.7553366174055665,16.613076098606648,-13.827993254637427,4.38381658417342,-3.4795932629038138,1.2598646603065922,50.0001022308612,46.33702852356416
N22_d18_p2_v1.8,N22-V型反转,2,105,58,47,55.23809523809524,0.7228333671043471,0.779678068410461,16.613076098606648,-13.827993254637427,4.156277058429096,-3.5141822519772594,1.182715283503171,49.820373645241375,45.70954967107025
N22_d18_p2_v2.0,N22-V型反转,2,84,44,40,52.38095238095239,0.5280524087109825,0.7122507122507171,16.613076098606648,-13.827993254637427,4.506796810513079,-3.8485664332713236,1.1710326140017422,47.29230781323011,41.83191843994158
N22_d18_p2_v2.5,N22-V型反转,2,60,30,30,50.0,0.44129569362032045,0.38860103626943143,16.613076098606648,-13.827993254637427,5.131809461102928,-4.249218073862287,1.207706776140679,44.83211779580462,37.73481242724628
N22_d18_p3_v1.2,N22-V型反转,2,174,94,80,54.02298850574713,0.8955345233449065,0.7122507122507171,16.613076098606648,-13.827993254637427,4.532126360996879,-3.3774608858961614,1.341873825962708,50.16888743342099,46.61071591098261
N22_d18_p3_v1.3,N22-V型反转,2,158,84,74,53.16455696202531,0.768448610693236,0.660066006600668,16.613076098606648,-13.827993254637427,4.420816869682628,-3.3774829265379664,1.3089087245850608,49.33866163600869,45.401143838601804
N22_d18_p3_v1.5,N22-V型反转,2,129,69,60,53.48837209302325,0.6195727421795437,0.7122507122507171,16.613076098606648,-13.827993254637427,4.290224089646531,-3.601676307407492,1.1911742542834618,49.083709296603246,44.90486948298713
N22_d18_p3_v1.8,N22-V型反转,2,96,53,43,55.208333333333336,0.6904249879277082,0.8812125484666922,16.613076098606648,-13.827993254637427,4.065986101331171,-3.4701503378951646,1.1717031556037463,49.58732623935591,45.25145906400809
N22_d18_p3_v2.0,N22-V型反转,2,76,39,37,51.31578947368421,0.45161882842315054,0.6964285714285756,16.613076098606648,-13.827993254637427,4.4290321447241014,-3.7407898022724453,1.1839831636713627,46.31028081051478,40.28849903549509
N22_d18_p3_v2.5,N22-V型反转,2,56,29,27,51.78571428571429,0.5468756723237543,0.7122507122507171,16.613076098606648,-13.827993254637427,4.916142938594015,-4.146041021077638,1.1857439213942491,45.91990416958963,39.01016225125491
N22_d18_p4_v1.2,N22-V型反转,2,148,82,66,55.4054054054054,1.0534737299102468,1.1844331641285955,16.613076098606648,-13.827993254637427,4.791359043651,-3.5905655992828107,1.334430164598034,50.75189352140305,47.361082438271005
N22_d18_p4_v1.3,N22-V型反转,2,136,74,62,54.41176470588235,0.9314500172226323,0.8812125484666922,16.613076098606648,-13.827993254637427,4.667287454163607,-3.5274527300940157,1.3231325296991894,49.855522156756976,46.0348008124127
N22_d18_p4_v1.5,N22-V型反转,2,117,65,52,55.55555555555556,0.7123619908008233,0.8812125484666922,16.613076098606648,-13.827993254637427,4.260591657318759,-3.722925092346597,1.1444204628445172,50.29909867498095,46.517455465932244
N22_d18_p4_v1.8,N22-V型反转,2,86,50,36,58.139534883720934,0.8370969590869065,1.2566457225712702,16.613076098606648,-13.827993254637427,4.0055644329722275,-3.5635523101982622,1.1240369396315593,51.37893979882623,47.58426436472954
N22_d18_p4_v2.0,N22-V型反转,2,70,38,32,54.285714285714285,0.5726475890740054,0.7553366174055665,16.613076098606648,-13.827993254637427,4.241941897520485,-3.7846394022061896,1.1208311933358088,48.195197435303555,42.69805339664774
N22_d18_p4_v2.5,N22-V型反转,2,54,28,26,51.85185185185185,0.4463532918858101,0.7122507122507171,16.613076098606648,-13.827993254637427,4.679631560027319,-4.112561766112739,1.13788724064577,45.88077230457829,38.85147504846543
N22_d18_p5_v1.2,N22-V型反转,2,125,67,58,53.6,0.9361664210445171,0.8812125484666922,16.613076098606648,-13.827993254637427,4.746277947853982,-3.465169308200902,1.3697102582032925,49.087101052960165,44.880678264565155
N22_d18_p5_v1.3,N22-V型反转,2,118,63,55,53.38983050847458,0.8277221977194494,0.8812125484666922,16.613076098606648,-13.827993254637427,4.578750488546776,-3.468910208137307,1.3199391779602785,48.80327467314949,44.42446506155119
N22_d18_p5_v1.5,N22-V型反转,2,102,57,45,55.88235294117647,0.7213807901677735,1.1844331641285955,16.613076098606648,-13.827993254637427,4.197560308436119,-3.6817799329721304,1.1400899523746446,50.20268709399572,46.20686963178269
N22_d18_p5_v1.8,N22-V型反转,2,80,46,34,57.49999999999999,0.7815634811041845,1.2566457225712702,16.613076098606648,-13.827993254637427,4.069627539778631,-3.666993774749478,1.1097994132964297,50.76035452898826,46.569091970838706
N22_d18_p5_v2.0,N22-V型反转,2,67,36,31,53.73134328358209,0.5553496195025177,0.7553366174055665,16.613076098606648,-13.827993254637427,4.303529301910894,-3.7973751729717256,1.133290524608098,47.70388137195113,41.91624869467383
N22_d18_p5_v2.5,N22-V型反转,2,52,27,25,51.92307692307693,0.521236677577671,0.7553366174055665,16.613076098606648,-13.827993254637427,4.838558616462797,-4.141471016418264,1.168318840644068,45.84203697649775,38.68545397052721
N22_d18_p6_v1.2,N22-V型反转,2,116,61,55,52.58620689655172,0.8398136616184515,0.7553366174055665,16.613076098606648,-13.827993254637427,4.821539247698397,-3.5762819883974903,1.3481988454324596,48.20019930575512,43.5628576899866
N22_d18_p6_v1.3,N22-V型反转,2,110,58,52,52.72727272727272,0.755388408118608,0.7553366174055665,16.613076098606648,-13.827993254637427,4.648249583220834,-3.5866490564184916,1.295986730260814,48.173035567123875,43.46352821640567
N22_d18_p6_v1.5,N22-V型反转,2,95,53,42,55.78947368421052,0.6808814497344837,1.1844331641285955,16.613076098606648,-13.827993254637427,4.265651399900595,-3.8427568207132263,1.1100497894917218,49.96933945234846,45.77091595596532
N22_d18_p6_v1.8,N22-V型反转,2,74,42,32,56.75675675675676,0.7239065243367738,1.2566457225712702,16.613076098606648,-13.827993254637427,4.143367939135471,-3.7641365825865156,1.1007485643064439,50.056013901139565,45.41253909309131
N22_d18_p6_v2.0,N22-V型反转,2,63,33,30,52.38095238095239,0.500559134966242,0.7122507122507171,16.613076098606648,-13.827993254637427,4.397574889304879,-3.7861581948062595,1.1614873608126948,46.613609756051495,40.27014429047192
N22_d18_p6_v2.5,N22-V型反转,2,48,24,24,50.0,0.44648142146340536,0.7122507122507171,16.613076098606648,-13.827993254637427,5.034749963448514,-4.1417871205217045,1.2155984402245983,44.308199880470454,36.38909893203777
N22_d20_p2_v1.2,N22-V型反转,2,273,145,128,53.11355311355312,0.953221242413467,0.5174644243208126,20.8984375,-13.827993254637427,4.6768102156697715,-3.2649068913534407,1.4324482661528635,50.60459789035732,47.191686162363524
N22_d20_p2_v1.3,N22-V型反转,2,247,130,117,52.63157894736842,0.9241537983493441,0.3960396039603964,20.8984375,-13.827993254637427,4.654835844565772,-3.221048475224463,1.445130640029065,50.02876160002674,46.412063502340125
N22_d20_p2_v1.5,N22-V型反转,2,206,110,96,53.398058252427184,0.8218035862823153,0.6964285714285756,20.8984375,-13.827993254637427,4.459802095458366,-3.346736372148577,1.332582432417648,50.133086930894066,46.58600978608018
N22_d20_p2_v1.8,N22-V型反转,2,138,76,62,55.072463768115945,0.9553466662550799,0.779678068410461,20.8984375,-13.827993254637427,4.475097102250929,-3.359186126255961,1.3321968280568979,50.35267492219197,46.74781531008005
N22_d20_p2_v2.0,N22-V型反转,2,112,62,50,55.35714285714286,1.01103192790738,0.779678068410461,20.8984375,-13.827993254637427,4.7958446781412665,-3.6821358823826387,1.3024627095070616,50.05665533309392,46.12486640178568
N22_d20_p2_v2.5,N22-V型反转,2,74,37,37,50.0,0.49363337959581577,0.38860103626943143,16.613076098606648,-13.827993254637427,5.067136092173738,-4.079869332982107,1.2419848967246228,45.32628417140984,38.89240084826873
N22_d20_p3_v1.2,N22-V型反转,2,218,117,101,53.669724770642205,1.0226197851198937,0.660066006600668,20.8984375,-13.827993254637427,4.782133082047216,-3.332459974687001,1.4350159096798678,50.458034741772614,47.043937325106924
N22_d20_p3_v1.3,N22-V型反转,2,201,106,95,52.736318407960205,0.9275424381189815,0.3960396039603964,20.8984375,-13.827993254637427,4.742937294315274,-3.3296349803737235,1.4244616368677503,49.61138851647306,45.84780748975027
N22_d20_p3_v1.5,N22-V型反转,2,169,89,80,52.662721893491124,0.7109828694205179,0.3960396039603964,20.8984375,-13.827993254637427,4.502417899158812,-3.506988601163335,1.283841612050086,49.14737032023804,45.1596669614197
N22_d20_p3_v1.8,N22-V型反转,2,125,69,56,55.2,0.9290468266725272,0.7553366174055665,20.8984375,-13.827993254637427,4.456343558440608,-3.4170866463988574,1.3041353701513496,50.20710105296017,46.45665167440154
N22_d20_p3_v2.0,N22-V型反转,2,101,55,46,54.45544554455446,0.960633385170727,0.7122507122507171,20.8984375,-13.827993254637427,4.813139923747088,-3.6456244326923124,1.3202511703029596,49.18051773864805,44.75782348269329
N22_d20_p3_v2.5,N22-V型反转,2,68,35,33,51.470588235294116,0.5203250995462901,0.3960396039603964,16.613076098606648,-13.827993254637427,4.855120053548575,-4.077184700153104,1.1908020878637795,46.15626928665385,39.83454954746292
N22_d20_p4_v1.2,N22-V型反转,2,183,102,81,55.73770491803278,1.2072994954511338,1.0147601476014678,16.753246753246763,-13.827993254637427,4.866382187447065,-3.400434264840038,1.4311060907027966,51.48913387701626,48.496611912324575
N22_d20_p4_v1.3,N22-V型反转,2,170,93,77,54.70588235294118,1.1153643615375284,0.8812125484666922,16.753246753246763,-13.827993254637427,4.803998458350392,-3.3397391579896967,1.438435228349415,50.591610448895516,47.20140833607934
N22_d20_p4_v1.5,N22-V型反转,2,148,82,66,55.4054054054054,0.8208862409548683,0.8812125484666922,16.613076098606648,-13.827993254637427,4.288024846824929,-3.4867708148230867,1.2297983075330108,50.75189352140305,47.361082438271005
N22_d20_p4_v1.8,N22-V型反转,2,109,64,45,58.71559633027523,1.0569323090061782,1.1844331641285955,16.613076098606648,-13.827993254637427,4.105874642330989,-3.2793412317224395,1.252042514701778,52.34321728770547,49.32974215946768
N22_d20_p4_v2.0,N22-V型反转,2,90,52,38,57.77777777777777,1.005268378448883,1.1843986113947214,16.613076098606648,-13.827993254637427,4.301760530122122,-3.5057208817355474,1.2270687471252664,51.23322159835445,47.46099802268749
N22_d20_p4_v2.5,N22-V型反转,2,64,34,30,53.125,0.6543152119511463,0.7122507122507171,16.613076098606648,-13.827993254637427,4.658551186345253,-3.883818892362177,1.199476936349078,47.17152498325616,41.07187500047513
N22_d20_p5_v1.2,N22-V型反转,2,154,84,70,54.54545454545454,1.219598127942064,1.0147601476014678,16.753246753246763,-13.827993254637427,4.9643028803748654,-3.274047574977297,1.5162586268799987,50.24435074357599,46.66596547421583
N22_d20_p5_v1.3,N22-V型反转,2,147,80,67,54.421768707483,1.1460444109075394,0.919354838709685,16.753246753246763,-13.827993254637427,4.843276252796483,-3.268560773437468,1.4817764112438159,50.04724181748561,46.36030879834746
N22_d20_p5_v1.5,N22-V型反转,2,129,72,57,55.81395348837209,0.9121329020548182,1.0147601476014678,16.613076098606648,-13.827993254637427,4.327065996132999,-3.401466795728148,1.27211766452264,50.71161627334744,47.199083463500834
N22_d20_p5_v1.8,N22-V型反转,2,101,58,43,57.42574257425742,1.023253426884421,1.1844331641285955,16.613076098606648,-13.827993254637427,4.263945805468642,-3.3479130372524333,1.2736130711949372,51.25972565944012,47.684837141099294
N22_d20_p5_v2.0,N22-V型反转,2,85,48,37,56.470588235294116,1.0024174324550592,1.1843986113947214,16.613076098606648,-13.827993254637427,4.479855099086591,-3.508853053985844,1.2767291847681532,50.1830267300961,45.87719281568645
N22_d20_p5_v2.5,N22-V型反转,2,62,33,29,53.2258064516129,0.7238290812432017,0.7553366174055665,16.613076098606648,-13.827993254637427,4.78794361513543,-3.9008529745651974,1.2274094015730266,47.16734172085839,40.98381737584801
N22_d20_p6_v1.2,N22-V型反转,2,140,75,65,53.57142857142857,1.172990918492839,0.919354838709685,16.753246753246763,-13.827993254637427,5.137470125719055,-3.4014081667681797,1.5103950698749513,49.336118497675216,45.32519717538835
N22_d20_p6_v1.3,N22-V型反转,2,134,72,62,53.73134328358209,1.1186049905545072,0.919354838709685,16.753246753246763,-13.827993254637427,5.011039460362989,-3.4016414905134074,1.4731239239461054,49.34405396483005,45.30287219201312
N22_d20_p6_v1.5,N22-V型反转,2,117,65,52,55.55555555555556,0.8954792842861407,1.0147601476014678,16.613076098606648,-13.827993254637427,4.47019821860775,-3.5729193836158712,1.251133243897547,50.29909867498095,46.517455465932244
N22_d20_p6_v1.8,N22-V型反转,2,91,52,39,57.14285714285714,1.0047344163079932,1.2183692596063667,16.613076098606648,-13.827993254637427,4.372272805624608,-3.4853167694474894,1.254483622249843,50.814916586162504,46.88956326088688
N22_d20_p6_v2.0,N22-V型反转,2,78,43,35,55.12820512820513,0.9473457540914756,1.1844331641285955,16.613076098606648,-13.827993254637427,4.615272181298857,-3.558963856477592,1.2968022063215678,49.040301648089816,44.10917185751463
N22_d20_p6_v2.5,N22-V型反转,2,56,29,27,51.78571428571429,0.6991026593698783,0.7122507122507171,16.613076098606648,-13.827993254637427,5.0693330057359764,-3.9948484533937094,1.2689675377871892,45.91990416958963,39.01016225125491
